,Driver_ID,Distance_Feature,Speeding_Feature
930,3423312794,57.08,6.0
931,3423312009,24.9,8.0
932,3423312126,55.34,5.0
933,3423310634,43.47,7.0
934,3423314049,73.8,6.0
935,3423311275,58.36,10.0
936,3423313127,52.88,4.0
937,3423311694,44.65,6.0
938,3423313364,46.85,5.0
939,3423312763,55.2,7.0
940,3423311626,58.28,0.0
941,3423313314,67.36,6.0
942,3423312050,50.38,5.0
943,3423311578,56.21,1.0
944,3423314214,47.79,6.0
945,3423312244,63.18,5.0
946,3423314336,57.18,5.0
947,3423310930,58.44,6.0
948,3423313155,60.4,6.0
949,3423313175,43.94,4.0
950,3423310537,53.34,3.0
951,3423314321,42.96,3.0
952,3423312097,46.07,3.0
953,3423311414,52.09,9.0
954,3423311584,57.35,5.0
955,3423312217,72.05,7.0
956,3423312163,55.19,4.0
957,3423312061,33.32,4.0
958,3423314054,51.53,4.0
959,3423313950,52.11,5.0
960,3423313135,46.24,7.0
961,3423314444,51.59,6.0
962,3423312929,63.62,6.0
963,3423313565,59.02,5.0
964,3423311674,53.71,6.0
965,3423314304,60.37,6.0
966,3423310530,56.0,9.0
967,3423310779,58.05,5.0
968,3423313416,50.86,6.0
969,3423313880,39.44,8.0
970,3423313672,44.61,8.0
971,3423314151,54.2,10.0
972,3423310729,36.76,5.0
973,3423312719,74.83,4.0
974,3423313687,46.57,6.0
975,3423310818,50.74,4.0
976,3423312178,46.85,4.0
977,3423311060,52.01,4.0
978,3423311914,63.96,6.0
979,3423314037,68.24,2.0
980,3423312700,43.22,7.0
981,3423311825,51.73,6.0
982,3423314432,44.04,5.0
983,3423312232,53.66,6.0
984,3423313926,54.99,4.0
985,3423312127,59.09,5.0
986,3423312103,64.15,6.0
987,3423314189,28.36,7.0
988,3423313891,57.13,4.0
989,3423311456,54.29,9.0
990,3423311253,70.87,7.0
991,3423310794,46.55,5.0
992,3423312031,64.77,5.0
993,3423312407,48.84,5.0
994,3423312514,51.37,2.0
995,3423313064,75.54,7.0
996,3423313366,44.68,7.0
997,3423313208,46.59,4.0
998,3423310467,46.66,8.0
999,3423313929,50.36,3.0
1000,3423312191,51.39,4.0
1001,3423314228,53.95,2.0
1002,3423310692,57.78,7.0
1003,3423311920,45.77,4.0
1004,3423312323,44.64,6.0
1005,3423312158,42.6,2.0
1006,3423310710,63.59,3.0
1007,3423312605,53.75,6.0
1008,3423312843,55.88,3.0
1009,3423312880,31.35,7.0
1010,3423312507,42.2,5.0
1011,3423313096,50.1,7.0
1012,3423312316,40.18,4.0
1013,3423313210,43.8,3.0
1014,3423314052,41.84,7.0
1015,3423311163,57.03,4.0
1016,3423311520,70.83,5.0
1017,3423313545,54.96,3.0
1018,3423314212,72.8,1.0
1019,3423313053,45.58,5.0
1020,3423312744,61.79,3.0
1021,3423311212,39.81,4.0
1022,3423313654,60.9,3.0
1023,3423310448,53.76,9.0
1024,3423313473,55.85,5.0
1025,3423312980,63.36,6.0
1026,3423310613,63.15,6.0
1027,3423310731,58.98,6.0
1028,3423311773,44.21,5.0
1029,3423311759,42.09,2.0
1030,3423311312,39.78,5.0
1031,3423310673,70.77,5.0
1032,3423312509,54.82,3.0
1033,3423313839,54.07,5.0
1034,3423311874,56.74,7.0
1035,3423311249,42.78,5.0
1036,3423312534,22.27,7.0
1037,3423311263,43.07,4.0
1038,3423313849,43.5,4.0
1039,3423310786,58.48,8.0
1040,3423313756,40.4,6.0
1041,3423311443,54.84,5.0
1042,3423311534,51.83,6.0
1043,3423312046,53.08,2.0
1044,3423313578,51.08,7.0
1045,3423312827,63.84,1.0
1046,3423311243,40.95,6.0
1047,3423313462,48.07,4.0
1048,3423313547,63.67,7.0
1049,3423310565,56.59,2.0
1050,3423311107,39.37,5.0
1051,3423312239,46.7,6.0
1052,3423314073,50.53,6.0
1053,3423312083,54.02,4.0
1054,3423312807,47.21,4.0
1055,3423311298,48.05,9.0
1056,3423311904,52.01,7.0
1057,3423312736,65.61,4.0
1058,3423313404,58.38,5.0
1059,3423313126,51.45,5.0
1060,3423310912,51.74,3.0
1061,3423312724,54.57,3.0
1062,3423311322,53.41,8.0
1063,3423312759,46.4,5.0
1064,3423313598,39.22,3.0
1065,3423311943,56.13,5.0
1066,3423312448,48.63,7.0
1067,3423313752,40.75,4.0
1068,3423314205,50.55,5.0
1069,3423311905,45.64,3.0
1070,3423313499,59.35,4.0
1071,3423314024,50.47,1.0
1072,3423313187,36.82,3.0
1073,3423313211,46.86,4.0
1074,3423313995,43.53,2.0
1075,3423313745,48.16,6.0
1076,3423312860,48.21,2.0
1077,3423314194,59.44,7.0
1078,3423310682,42.9,6.0
1079,3423313534,57.77,2.0
1080,3423311686,46.41,5.0
1081,3423313698,40.59,9.0
1082,3423311231,44.24,4.0
1083,3423314435,60.7,1.0
1084,3423311611,52.5,3.0
1085,3423312638,56.38,10.0
1086,3423314419,45.2,6.0
1087,3423312952,48.46,6.0
1088,3423313896,48.5,6.0
1089,3423313488,45.83,2.0
1090,3423313103,54.89,4.0
1091,3423313574,38.09,2.0
1092,3423312978,52.25,5.0
1093,3423313604,48.21,8.0
1094,3423311641,50.43,7.0
1095,3423310531,50.07,2.0
1096,3423312591,48.47,9.0
1097,3423312800,66.46,6.0
1098,3423311865,40.46,5.0
1099,3423311850,15.52,3.0
1100,3423311697,62.54,4.0
1101,3423312242,39.57,6.0
1102,3423313733,47.88,7.0
1103,3423312871,27.5,3.0
1104,3423311075,45.97,7.0
1105,3423310874,42.01,4.0
1106,3423312241,62.54,4.0
1107,3423312483,46.36,3.0
1108,3423312575,47.58,10.0
1109,3423313582,51.68,4.0
1110,3423311185,71.04,4.0
1111,3423312542,55.43,4.0
1112,3423311647,36.37,2.0
1113,3423312651,52.4,3.0
1114,3423313272,36.89,6.0
1115,3423311184,54.39,7.0
1116,3423313953,54.56,5.0
1117,3423310490,60.76,5.0
1118,3423314243,30.32,3.0
1119,3423310777,58.49,6.0
1120,3423312286,59.55,8.0
1121,3423311483,30.84,7.0
1122,3423311134,44.06,1.0
1123,3423313611,37.52,6.0
1124,3423311889,64.31,5.0
1125,3423313514,50.05,4.0
1126,3423313799,54.52,6.0
1127,3423312625,56.53,5.0
1128,3423311465,59.16,8.0
1129,3423313942,56.49,6.0
1130,3423314413,33.68,4.0
1131,3423311077,54.42,7.0
1132,3423313197,47.62,5.0
1133,3423310979,52.44,7.0
1134,3423313388,55.47,7.0
1135,3423313922,41.38,8.0
1136,3423312059,60.32,3.0
1137,3423313810,42.71,5.0
1138,3423313673,41.83,8.0
1139,3423313521,48.98,4.0
1140,3423312852,57.87,5.0
1141,3423311057,41.84,4.0
1142,3423313721,55.12,6.0
1143,3423314240,38.5,1.0
1144,3423311350,37.73,4.0
1145,3423312264,36.91,3.0
1146,3423312349,37.5,6.0
1147,3423312331,60.28,2.0
1148,3423313918,45.51,6.0
1149,3423310450,51.59,4.0
1150,3423314161,49.46,6.0
1151,3423313161,57.05,4.0
1152,3423313824,41.16,2.0
1153,3423311086,55.64,5.0
1154,3423310493,56.91,3.0
1155,3423313086,57.02,7.0
1156,3423310598,60.17,5.0
1157,3423310836,45.68,3.0
1158,3423312386,68.44,6.0
1159,3423310663,58.77,5.0
1160,3423311473,51.97,2.0
1161,3423313690,58.28,5.0
1162,3423312890,50.39,5.0
1163,3423311988,23.9,6.0
1164,3423313746,36.91,6.0
1165,3423314131,48.86,4.0
1166,3423313378,70.21,6.0
1167,3423311596,61.06,3.0
1168,3423313235,49.54,9.0
1169,3423313803,47.36,7.0
1170,3423313936,54.75,5.0
1171,3423310980,62.01,4.0
1172,3423314301,56.41,3.0
1173,3423310937,32.09,2.0
1174,3423311875,42.75,7.0
1175,3423312115,73.66,5.0
1176,3423311906,54.27,5.0
1177,3423314118,42.71,7.0
1178,3423311145,46.62,3.0
1179,3423314354,45.74,4.0
1180,3423312154,53.28,5.0
1181,3423313711,41.83,5.0
1182,3423311309,48.76,4.0
1183,3423314146,47.89,4.0
1184,3423314247,49.28,2.0
1185,3423314337,56.76,6.0
1186,3423314061,42.92,6.0
1187,3423310723,44.74,8.0
1188,3423313207,51.19,5.0
1189,3423311670,41.78,5.0
1190,3423310506,47.95,9.0
1191,3423312373,58.91,6.0
1192,3423312835,52.6,7.0
1193,3423311978,53.59,2.0
1194,3423313201,48.09,6.0
1195,3423314353,39.06,1.0
1196,3423310811,57.59,4.0
1197,3423312778,44.44,3.0
1198,3423311500,59.68,4.0
1199,3423310491,57.78,4.0
1200,3423311985,27.86,8.0
1201,3423312044,48.62,9.0
1202,3423312049,54.09,5.0
1203,3423313576,39.3,2.0
1204,3423313458,38.32,5.0
1205,3423313326,43.68,1.0
1206,3423311970,53.08,5.0
1207,3423314154,55.26,5.0
1208,3423314184,51.24,2.0
1209,3423312292,50.03,3.0
1210,3423312032,49.38,3.0
1211,3423314431,68.26,5.0
1212,3423312491,44.97,8.0
1213,3423311055,43.36,3.0
1214,3423313771,42.0,8.0
1215,3423314306,56.86,6.0
1216,3423311267,36.67,7.0
1217,3423312265,34.28,2.0
1218,3423313319,57.2,5.0
1219,3423311303,61.23,7.0
1220,3423312337,41.21,5.0
1221,3423311285,43.36,4.0
1222,3423313887,43.16,6.0
1223,3423310878,55.7,5.0
1224,3423313772,46.44,5.0
1225,3423314335,55.43,3.0
1226,3423313954,55.96,8.0
1227,3423314362,60.51,2.0
1228,3423314107,55.29,6.0
1229,3423313405,64.11,5.0
1230,3423310610,47.18,7.0
1231,3423311949,49.05,5.0
1232,3423313407,41.91,5.0
1233,3423313160,39.94,6.0
1234,3423313230,52.03,5.0
1235,3423313647,47.6,4.0
1236,3423310576,57.05,9.0
1237,3423314014,57.45,5.0
1238,3423311237,29.65,3.0
1239,3423314122,44.09,4.0
1240,3423314375,61.38,9.0
1241,3423312078,39.04,4.0
1242,3423311859,48.86,10.0
1243,3423313727,42.99,8.0
1244,3423313716,53.51,8.0
1245,3423310675,63.68,6.0
1246,3423313546,35.51,7.0
1247,3423313383,38.84,4.0
1248,3423311406,52.64,6.0
1249,3423314002,65.57,6.0
1250,3423313740,47.85,7.0
1251,3423312942,57.64,4.0
1252,3423311191,62.54,7.0
1253,3423311259,52.2,7.0
1254,3423312628,35.54,7.0
1255,3423311245,41.49,6.0
1256,3423311334,49.31,6.0
1257,3423314003,33.9,6.0
1258,3423312489,41.13,4.0
1259,3423312473,57.57,1.0
1260,3423313794,40.22,6.0
1261,3423310514,39.79,4.0
1262,3423311589,56.45,4.0
1263,3423311293,51.2,3.0
1264,3423311634,54.34,6.0
1265,3423311704,75.52,0.0
1266,3423312300,37.02,2.0
1267,3423311844,57.63,8.0
1268,3423313519,37.91,7.0
1269,3423310947,36.49,5.0
1270,3423312655,44.97,9.0
1271,3423310843,49.35,10.0
1272,3423311474,53.0,4.0
1273,3423312573,56.63,5.0
1274,3423310535,66.45,4.0
1275,3423310605,41.42,7.0
1276,3423310616,59.14,8.0
1277,3423312884,36.8,4.0
1278,3423313044,55.03,2.0
1279,3423312787,51.24,5.0
1280,3423313031,45.52,4.0
1281,3423310693,50.75,5.0
1282,3423311067,73.97,3.0
1283,3423312510,40.05,5.0
1284,3423313071,49.55,3.0
1285,3423311072,60.58,3.0
1286,3423310570,36.12,4.0
1287,3423312114,43.7,7.0
1288,3423311561,77.82,9.0
1289,3423312317,42.41,7.0
1290,3423311941,46.46,6.0
1291,3423313768,42.52,5.0
1292,3423312255,48.96,6.0
1293,3423313865,41.59,3.0
1294,3423312926,58.07,5.0
1295,3423313544,49.89,9.0
1296,3423314088,71.42,3.0
1297,3423312267,48.29,5.0
1298,3423311199,47.24,3.0
1299,3423313601,42.0,5.0
1300,3423311069,52.11,8.0
1301,3423310745,54.97,5.0
1302,3423313489,58.11,9.0
1303,3423312132,72.99,4.0
1304,3423313178,58.53,2.0
1305,3423311202,56.08,4.0
1306,3423313662,33.77,3.0
1307,3423312954,39.31,3.0
1308,3423310538,33.46,8.0
1309,3423313469,48.75,8.0
1310,3423311000,64.69,5.0
1311,3423312847,38.47,2.0
1312,3423313780,47.13,3.0
1313,3423311079,50.73,9.0
1314,3423314274,34.4,2.0
1315,3423311233,33.48,5.0
1316,3423312287,45.9,7.0
1317,3423310868,49.23,3.0
1318,3423313242,51.51,6.0
1319,3423312305,49.18,5.0
1320,3423313730,57.78,5.0
1321,3423311336,28.74,5.0
1322,3423312674,45.15,5.0
1323,3423314423,50.93,7.0
1324,3423314204,61.99,5.0
1325,3423314015,47.9,3.0
1326,3423311724,65.76,4.0
1327,3423310661,56.57,8.0
1328,3423314352,48.53,4.0
1329,3423312673,53.39,7.0
1330,3423313304,43.86,8.0
1331,3423311650,58.52,6.0
1332,3423314162,66.75,7.0
1333,3423311981,68.18,5.0
1334,3423312708,62.89,5.0
1335,3423311842,55.64,4.0
1336,3423312918,53.12,6.0
1337,3423310789,57.4,9.0
1338,3423313525,35.52,6.0
1339,3423314278,40.0,3.0
1340,3423313952,58.5,5.0
1341,3423312087,27.59,7.0
1342,3423313006,45.9,6.0
1343,3423310753,62.47,7.0
1344,3423313102,38.7,5.0
1345,3423313011,53.45,4.0
1346,3423310607,56.48,3.0
1347,3423310908,58.94,5.0
1348,3423311355,58.46,8.0
1349,3423312597,58.46,5.0
1350,3423311982,57.82,1.0
1351,3423311115,46.11,4.0
1352,3423312475,57.25,6.0
1353,3423311022,35.04,5.0
1354,3423314271,38.49,7.0
1355,3423311173,62.91,4.0
1356,3423312670,51.77,5.0
1357,3423312833,34.74,8.0
1358,3423311446,48.67,3.0
1359,3423313116,72.61,4.0
1360,3423314066,41.2,3.0
1361,3423310486,45.08,4.0
1362,3423313356,54.41,7.0
1363,3423313227,36.24,2.0
1364,3423314020,43.29,4.0
1365,3423311032,35.7,2.0
1366,3423313374,49.07,7.0
1367,3423312629,53.42,7.0
1368,3423310816,66.52,2.0
1369,3423312637,54.8,8.0
1370,3423314101,51.22,4.0
1371,3423314287,40.14,1.0
1372,3423312468,45.01,7.0
1373,3423312922,67.27,3.0
1374,3423310704,55.42,6.0
1375,3423313190,45.0,7.0
1376,3423310899,63.99,5.0
1377,3423311761,50.13,7.0
1378,3423311142,41.71,8.0
1379,3423313675,64.48,3.0
1380,3423310935,52.58,7.0
1381,3423310877,50.79,5.0
1382,3423311912,60.41,8.0
1383,3423312705,44.97,6.0
1384,3423313140,43.83,3.0
1385,3423311031,41.84,7.0
1386,3423313778,60.82,5.0
1387,3423313287,46.26,7.0
1388,3423312002,44.7,4.0
1389,3423313494,42.04,3.0
1390,3423311983,38.93,1.0
1391,3423311180,57.13,5.0
1392,3423312351,37.52,1.0
1393,3423311348,59.66,3.0
1394,3423311125,49.6,4.0
1395,3423310477,40.66,7.0
1396,3423314211,48.05,7.0
1397,3423312279,55.67,3.0
1398,3423312010,43.35,3.0
1399,3423310807,46.51,6.0
1400,3423314270,70.91,7.0
1401,3423311150,44.03,7.0
1402,3423313294,35.2,6.0
1403,3423311953,43.3,5.0
1404,3423310726,44.78,6.0
1405,3423310523,52.82,5.0
1406,3423313305,37.21,5.0
1407,3423311563,42.7,6.0
1408,3423314025,33.32,8.0
1409,3423312696,58.67,6.0
1410,3423312639,58.13,7.0
1411,3423312209,47.11,6.0
1412,3423313502,45.39,6.0
1413,3423312231,39.61,6.0
1414,3423313619,63.94,4.0
1415,3423310825,45.15,3.0
1416,3423310812,59.59,6.0
1417,3423312687,64.19,4.0
1418,3423310886,45.63,7.0
1419,3423311613,47.64,3.0
1420,3423311637,63.75,8.0
1421,3423313983,54.16,5.0
1422,3423312346,66.42,4.0
1423,3423310665,45.96,4.0
1424,3423310690,37.21,6.0
1425,3423310612,70.05,7.0
1426,3423312034,54.32,3.0
1427,3423311923,49.09,5.0
1428,3423312052,47.47,7.0
1429,3423312882,56.14,6.0
1430,3423313802,47.57,5.0
1431,3423313174,55.15,9.0
1432,3423312118,52.99,9.0
1433,3423313225,68.57,4.0
1434,3423310946,35.46,5.0
1435,3423310773,27.32,6.0
1436,3423311118,44.74,2.0
1437,3423311330,46.55,5.0
1438,3423311447,36.59,7.0
1439,3423313851,45.58,0.0
1440,3423313202,68.64,9.0
1441,3423311277,36.22,5.0
1442,3423313723,43.94,6.0
1443,3423313238,39.21,5.0
1444,3423313334,32.36,5.0
1445,3423310964,70.25,6.0
1446,3423312381,51.06,7.0
1447,3423310752,46.92,6.0
1448,3423312092,44.49,7.0
1449,3423311495,62.01,2.0
1450,3423312815,32.33,7.0
1451,3423312452,54.26,3.0
1452,3423311205,52.53,6.0
1453,3423313762,50.69,8.0
1454,3423313819,53.79,5.0
1455,3423310567,36.19,2.0
1456,3423312487,42.01,4.0
1457,3423311182,31.12,5.0
1458,3423314094,56.16,6.0
1459,3423313657,62.38,2.0
1460,3423312635,52.32,6.0
1461,3423314206,34.81,3.0
1462,3423313099,42.03,4.0
1463,3423311341,43.61,8.0
1464,3423311270,63.2,7.0
1465,3423312747,41.61,4.0
1466,3423312730,33.45,5.0
1467,3423311880,39.06,8.0
1468,3423314108,53.51,1.0
1469,3423311003,19.62,3.0
1470,3423310788,41.26,7.0
1471,3423311274,51.31,3.0
1472,3423310623,32.51,2.0
1473,3423312941,53.18,7.0
1474,3423312675,51.24,5.0
1475,3423310466,48.97,4.0
1476,3423312480,68.7,3.0
1477,3423312258,74.14,5.0
1478,3423312784,38.76,6.0
1479,3423310581,46.39,6.0
1480,3423312802,56.55,2.0
1481,3423311120,50.93,10.0
1482,3423312503,44.51,1.0
1483,3423314237,76.31,4.0
1484,3423311683,59.02,3.0
1485,3423313909,45.85,6.0
1486,3423311735,59.98,6.0
1487,3423312223,44.15,5.0
1488,3423313501,56.09,11.0
1489,3423314060,41.52,5.0
1490,3423312981,71.33,4.0
1491,3423313024,66.13,4.0
1492,3423313446,38.77,5.0
1493,3423312773,48.5,7.0
1494,3423311973,43.65,5.0
1495,3423313267,52.81,10.0
1496,3423310743,57.35,7.0
1497,3423313143,57.27,4.0
1498,3423311397,58.51,6.0
1499,3423310885,48.44,7.0
1500,3423314436,45.99,3.0
1501,3423313051,62.48,8.0
1502,3423314195,53.07,1.0
1503,3423313506,43.96,5.0
1504,3423311942,55.07,6.0
1505,3423310542,34.54,2.0
1506,3423310991,50.82,6.0
1507,3423312632,55.45,8.0
1508,3423313940,50.43,7.0
1509,3423314385,59.81,8.0
1510,3423311643,48.09,3.0
1511,3423313475,64.81,8.0
1512,3423312707,48.74,7.0
1513,3423311590,53.44,1.0
1514,3423310516,52.31,3.0
1515,3423311002,38.29,6.0
1516,3423313084,47.79,9.0
1517,3423311789,71.67,7.0
1518,3423313890,37.41,5.0
1519,3423314071,52.13,7.0
1520,3423310867,63.03,2.0
1521,3423312704,52.1,2.0
1522,3423313219,47.39,5.0
1523,3423312395,42.57,5.0
1524,3423314181,76.89,5.0
1525,3423312472,52.59,6.0
1526,3423313699,56.08,8.0
1527,3423311809,38.66,1.0
1528,3423311281,45.23,5.0
1529,3423312119,52.85,5.0
1530,3423312515,56.87,6.0
1531,3423313816,36.66,4.0
1532,3423310863,48.88,2.0
1533,3423313939,60.99,4.0
1534,3423313415,48.69,6.0
1535,3423311398,36.84,6.0
1536,3423311453,36.08,5.0
1537,3423313524,49.37,3.0
1538,3423313530,51.82,5.0
1539,3423313688,42.53,4.0
1540,3423311394,44.13,6.0
1541,3423313002,53.27,6.0
1542,3423310734,54.33,6.0
1543,3423313512,65.01,6.0
1544,3423313232,51.46,4.0
1545,3423310915,56.07,6.0
1546,3423310797,53.48,5.0
1547,3423312745,71.54,1.0
1548,3423314191,44.69,3.0
1549,3423313551,36.53,6.0
1550,3423313737,50.75,4.0
1551,3423313706,57.83,7.0
1552,3423312997,47.41,3.0
1553,3423310489,52.98,6.0
1554,3423313075,46.99,6.0
1555,3423313199,66.27,5.0
1556,3423314150,33.42,9.0
1557,3423311692,61.98,4.0
1558,3423313157,34.11,1.0
1559,3423313679,52.42,7.0
1560,3423314296,57.05,5.0
1561,3423313912,54.73,5.0
1562,3423311716,64.47,2.0
1563,3423313119,31.38,7.0
1564,3423314067,68.87,5.0
1565,3423311172,57.61,5.0
1566,3423311558,57.65,8.0
1567,3423312332,58.08,4.0
1568,3423312003,51.31,6.0
1569,3423312174,66.32,6.0
1570,3423311112,51.75,5.0
1571,3423312555,51.75,6.0
1572,3423311726,34.26,5.0
1573,3423312903,48.79,6.0
1574,3423313900,23.46,2.0
1575,3423312798,61.32,4.0
1576,3423311433,44.18,5.0
1577,3423314283,38.98,7.0
1578,3423311800,41.52,8.0
1579,3423311189,64.71,5.0
1580,3423313815,55.04,4.0
1581,3423312571,41.94,3.0
1582,3423311680,46.88,6.0
1583,3423312467,73.97,3.0
1584,3423311506,35.55,5.0
1585,3423311411,51.54,9.0
1586,3423314038,53.32,4.0
1587,3423312996,63.86,2.0
1588,3423313030,33.69,8.0
1589,3423311242,47.34,6.0
1590,3423313658,35.38,4.0
1591,3423311668,61.31,4.0
1592,3423313668,55.71,1.0
1593,3423310856,58.87,3.0
1594,3423313214,43.3,5.0
1595,3423312091,36.19,8.0
1596,3423313463,47.62,5.0
1597,3423312825,39.87,5.0
1598,3423311781,51.76,9.0
1599,3423313460,46.82,5.0
1600,3423312321,59.73,8.0
1601,3423314110,60.88,7.0
1602,3423313091,55.99,4.0
1603,3423313518,46.93,3.0
1604,3423311413,62.48,2.0
1605,3423312492,59.47,5.0
1606,3423312461,49.09,5.0
1607,3423311977,42.49,5.0
1608,3423313725,36.63,5.0
1609,3423313783,57.03,6.0
1610,3423312545,40.71,6.0
1611,3423312824,42.1,6.0
1612,3423310630,53.8,3.0
1613,3423313049,53.5,2.0
1614,3423312517,37.27,6.0
1615,3423311843,44.17,6.0
1616,3423312145,39.32,5.0
1617,3423311530,48.39,6.0
1618,3423312823,57.14,5.0
1619,3423314089,47.26,3.0
1620,3423310475,38.03,5.0
1621,3423314425,31.36,5.0
1622,3423312271,68.26,6.0
1623,3423312706,54.23,2.0
1624,3423312755,52.52,1.0
1625,3423310603,52.19,3.0
1626,3423314129,78.26,4.0
1627,3423313239,78.56,4.0
1628,3423311792,58.48,5.0
1629,3423311214,47.36,7.0
1630,3423312968,50.25,6.0
1631,3423311062,76.26,2.0
1632,3423313061,34.12,4.0
1633,3423311006,49.99,7.0
1634,3423311420,60.89,6.0
1635,3423313426,51.83,6.0
1636,3423311968,40.4,2.0
1637,3423313062,64.86,8.0
1638,3423312486,51.32,3.0
1639,3423313533,55.83,4.0
1640,3423311198,61.88,2.0
1641,3423312644,45.35,4.0
1642,3423313666,55.7,1.0
1643,3423312816,40.17,2.0
1644,3423310983,61.46,7.0
1645,3423311403,41.67,4.0
1646,3423314256,44.85,3.0
1647,3423314402,53.25,8.0
1648,3423314390,41.92,5.0
1649,3423310909,63.38,4.0
1650,3423312769,55.52,8.0
1651,3423311730,59.16,7.0
1652,3423310847,62.14,6.0
1653,3423312290,33.4,9.0
1654,3423313493,41.01,3.0
1655,3423312296,39.59,3.0
1656,3423313434,48.31,6.0
1657,3423311220,47.96,4.0
1658,3423313379,40.43,5.0
1659,3423311749,50.35,4.0
1660,3423313999,46.08,3.0
1661,3423312096,48.83,5.0
1662,3423313584,50.29,4.0
1663,3423312543,56.23,4.0
1664,3423311498,36.93,4.0
1665,3423311700,51.13,8.0
1666,3423313387,45.21,3.0
1667,3423314426,47.56,8.0
1668,3423311840,49.5,9.0
1669,3423312315,41.22,8.0
1670,3423313844,65.02,3.0
1671,3423310501,61.22,9.0
1672,3423310720,39.6,7.0
1673,3423311546,59.64,6.0
1674,3423311058,50.75,8.0
1675,3423313464,55.84,3.0
1676,3423311090,51.12,6.0
1677,3423310694,54.09,6.0
1678,3423313948,45.71,7.0
1679,3423311885,64.43,5.0
1680,3423312299,51.49,2.0
1681,3423311412,42.73,5.0
1682,3423312399,55.28,2.0
1683,3423312150,46.47,7.0
1684,3423311681,65.79,3.0
1685,3423313322,42.04,5.0
1686,3423313193,52.88,5.0
1687,3423311260,51.86,2.0
1688,3423311605,42.75,4.0
1689,3423313158,41.34,3.0
1690,3423314046,37.14,6.0
1691,3423313476,51.39,9.0
1692,3423313833,41.93,4.0
1693,3423313226,64.54,7.0
1694,3423313792,50.24,8.0
1695,3423311516,43.43,10.0
1696,3423312911,26.87,3.0
1697,3423314370,55.75,3.0
1698,3423313588,51.23,5.0
1699,3423311415,45.6,4.0
1700,3423314386,53.04,9.0
1701,3423312914,74.2,3.0
1702,3423311396,68.53,3.0
1703,3423313886,61.21,1.0
1704,3423313990,51.91,2.0
1705,3423311709,39.73,7.0
1706,3423313797,63.49,4.0
1707,3423314438,41.37,1.0
1708,3423313701,58.09,6.0
1709,3423311725,41.1,4.0
1710,3423312149,29.32,6.0
1711,3423313777,53.43,5.0
1712,3423311020,42.54,5.0
1713,3423312806,48.38,6.0
1714,3423313708,53.68,2.0
1715,3423311244,43.9,1.0
1716,3423311225,50.56,4.0
1717,3423312392,62.59,4.0
1718,3423311796,37.18,3.0
1719,3423313509,48.98,6.0
1720,3423314373,46.67,6.0
1721,3423313674,56.56,3.0
1722,3423310677,48.74,3.0
1723,3423312838,63.24,3.0
1724,3423311810,36.26,11.0
1725,3423310594,37.36,2.0
1726,3423312848,48.48,1.0
1727,3423312677,29.42,7.0
1728,3423310764,55.04,5.0
1729,3423313749,54.05,2.0
1730,3423310566,49.24,1.0
1731,3423312429,51.72,5.0
1732,3423312799,43.03,7.0
1733,3423312631,56.77,7.0
1734,3423312654,31.62,5.0
1735,3423314036,30.61,2.0
1736,3423311352,39.68,4.0
1737,3423314149,44.39,4.0
1738,3423311008,47.51,9.0
1739,3423314245,59.39,5.0
1740,3423313291,65.3,5.0
1741,3423312254,44.3,3.0
1742,3423313484,47.74,3.0
1743,3423311463,57.2,7.0
1744,3423312528,37.62,3.0
1745,3423311593,44.39,3.0
1746,3423312529,51.67,5.0
1747,3423311096,59.58,4.0
1748,3423312370,42.08,7.0
1749,3423310617,34.59,5.0
1750,3423313645,60.39,8.0
1751,3423312107,59.46,6.0
1752,3423311135,56.72,3.0
1753,3423312559,55.09,4.0
1754,3423313577,59.63,3.0
1755,3423312189,54.41,4.0
1756,3423312693,46.15,5.0
1757,3423310686,29.92,4.0
1758,3423311972,52.07,3.0
1759,3423313951,57.64,6.0
1760,3423312974,55.9,3.0
1761,3423310551,44.65,4.0
1762,3423314254,60.79,6.0
1763,3423314169,50.38,6.0
1764,3423313293,62.09,3.0
1765,3423314063,51.05,4.0
1766,3423313330,53.11,2.0
1767,3423314397,64.75,7.0
1768,3423310471,61.68,6.0
1769,3423312001,51.3,5.0
1770,3423314231,59.63,1.0
1771,3423312863,56.13,6.0
1772,3423310572,42.12,4.0
1773,3423312962,60.37,7.0
1774,3423311379,37.6,6.0
1775,3423313009,51.12,4.0
1776,3423313943,46.04,2.0
1777,3423313112,42.52,10.0
1778,3423314284,66.51,10.0
1779,3423312765,37.17,5.0
1780,3423312236,55.8,5.0
1781,3423313676,56.27,4.0
1782,3423314349,65.04,8.0
1783,3423313968,43.77,6.0
1784,3423313607,63.01,7.0
1785,3423313670,42.77,6.0
1786,3423311777,44.26,8.0
1787,3423310831,55.84,9.0
1788,3423314238,52.42,7.0
1789,3423312967,29.67,5.0
1790,3423312614,46.95,8.0
1791,3423310744,46.28,5.0
1792,3423311153,55.74,5.0
1793,3423312099,56.12,3.0
1794,3423313196,54.26,4.0
1795,3423310958,56.04,1.0
1796,3423311148,60.79,8.0
1797,3423311604,50.19,5.0
1798,3423313139,50.72,6.0
1799,3423313431,52.72,2.0
1800,3423312777,61.67,5.0
1801,3423312685,47.17,5.0
1802,3423311272,51.93,5.0
1803,3423310557,38.38,6.0
1804,3423313786,57.32,9.0
1805,3423312592,39.57,4.0
1806,3423311857,68.99,4.0
