Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Scientist,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023
ML Engineer,Full-Time,Senior,Expert,238000,United States Dollar,United States,238000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,173000,United States Dollar,United States,173000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,205785,United States Dollar,United Kingdom,205785,United Kingdom,Medium,2023
Data Engineer,Full-Time,Executive,Director,123471,United States Dollar,United Kingdom,123471,United Kingdom,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,299500,United States Dollar,United States,299500,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,245100,United States Dollar,United States,245100,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,153600,United States Dollar,United States,153600,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,106800,United States Dollar,United States,106800,United States,Medium,2023
AI Programmer,Full-Time,Entry,Junior,40000,United States Dollar,"Korea, Republic of",40000,"Korea, Republic of",Small,2023
Data Scientist,Full-Time,Senior,Expert,66000,Euro,Spain,71259,Spain,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,290000,United States Dollar,United States,290000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,226000,United States Dollar,United States,226000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,222200,United States Dollar,United States,222200,United States,Large,2023
Applied Scientist,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Large,2023
Data Scientist,Full-Time,Senior,Expert,161000,United States Dollar,United States,161000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,151000,United States Dollar,United States,151000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,49200,Euro,Estonia,53120,Estonia,Medium,2023
Data Analyst,Full-Time,Senior,Expert,36000,Euro,Estonia,38868,Estonia,Medium,2023
Data Engineer,Full-Time,Senior,Expert,136994,United States Dollar,United States,136994,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,101570,United States Dollar,United States,101570,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,214500,United States Dollar,United States,214500,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,278300,United States Dollar,United States,278300,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,205700,United States Dollar,United States,205700,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,167310,United States Dollar,United States,167310,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,114000,United States Dollar,United States,114000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Large,2023
Data Engineer,Full-Time,Senior,Expert,162000,United States Dollar,United States,162000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,111000,United States Dollar,United States,111000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194000,United States Dollar,United States,194000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,161000,United States Dollar,United States,161000,United States,Medium,2023
Research Engineer,Full-Time,Entry,Junior,30000,Euro,France,32390,France,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,184950,United States Dollar,United States,184950,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,119250,United States Dollar,United States,119250,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,189000,United States Dollar,United States,189000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,159090,United States Dollar,United States,159090,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,91000,United States Dollar,United States,91000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,82000,United States Dollar,United States,82000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,149076,United States Dollar,United States,149076,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,82365,United States Dollar,United States,82365,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194595,United States Dollar,United States,194595,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,158000,United States Dollar,United States,158000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,212800,United States Dollar,United States,212800,United States,Large,2023
Data Scientist,Full-Time,Senior,Expert,111600,United States Dollar,United States,111600,United States,Large,2023
Research Engineer,Full-Time,Mid,Intermediate,257400,United States Dollar,United States,257400,United States,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,193500,United States Dollar,United States,193500,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,305000,United States Dollar,United States,305000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States,245000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,168000,United States Dollar,United States,168000,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,78400,United States Dollar,United States,78400,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,130002,United States Dollar,United States,130002,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,71908,United States Dollar,United States,71908,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,212000,United States Dollar,United States,212000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,132000,United States Dollar,United States,132000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,177000,United States Dollar,United States,177000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,148000,United States Dollar,United States,148000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States,248100,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,145900,United States Dollar,United States,145900,United States,Medium,2023
Data Lead,Full-Time,Senior,Expert,155000,United States Dollar,United States,155000,United States,Medium,2023
Data Lead,Full-Time,Senior,Expert,38000,United States Dollar,United States,38000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,218000,United States Dollar,United States,218000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,235400,United States Dollar,United States,235400,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,108320,United States Dollar,United States,108320,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,152375,United States Dollar,United States,152375,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,94000,United States Dollar,United States,94000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,115934,United States Dollar,United States,115934,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,81666,United States Dollar,United States,81666,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,79000,United States Dollar,United States,79000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,273400,United States Dollar,United States,273400,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,182200,United States Dollar,United States,182200,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,160000,United States Dollar,United States,160000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,112000,United States Dollar,United States,112000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,285000,United States Dollar,United States,285000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,154000,United States Dollar,United States,154000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,220000,United States Dollar,United States,220000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,174500,United States Dollar,United States,174500,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,113000,United States Dollar,United States,113000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,180000,United States Dollar,United States,180000,United States,Medium,2023
Applied Scientist,Full-Time,Mid,Intermediate,250000,United States Dollar,United States,250000,United States,Medium,2023
Applied Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,275000,United States Dollar,United States,275000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,177000,United States Dollar,United Kingdom,177000,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,136000,United States Dollar,United Kingdom,136000,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States,80000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,122720,United States Dollar,United States,122720,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,231500,United States Dollar,United States,231500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,118000,United States Dollar,United States,118000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,299500,United States Dollar,United States,299500,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,249600,United States Dollar,United States,249600,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,866000,Philippine Peso,Philippines,15680,Philippines,Large,2023
Data Engineer,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,110000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,297000,United States Dollar,United States,297000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,138000,United States Dollar,United States,138000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,135000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,267100,United States Dollar,United States,267100,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,167200,United States Dollar,United States,167200,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,202000,United States Dollar,United States,202000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,188500,United States Dollar,United States,188500,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,117000,United States Dollar,United States,117000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,150931,United States Dollar,United States,150931,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,143250,United States Dollar,United States,143250,United States,Medium,2023
AI Architect,Full-Time,Senior,Expert,330000,United States Dollar,United States,330000,United States,Medium,2023
AI Architect,Full-Time,Senior,Expert,204000,United States Dollar,United States,204000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,324000,United States Dollar,United States,324000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,159000,United States Dollar,United States,159000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,231000,United States Dollar,United States,231000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,157250,United States Dollar,United States,157250,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,240000,United States Dollar,United States,240000,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,157250,United States Dollar,United States,157250,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,232000,United States Dollar,United States,232000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,108000,United States Dollar,United States,108000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,277300,United States Dollar,United Kingdom,277300,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,213300,United States Dollar,United Kingdom,213300,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,209000,United States Dollar,United States,209000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,184250,United States Dollar,United States,184250,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,167500,United States Dollar,United States,167500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,95000,United States Dollar,United States,95000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,85000,United States Dollar,United States,85000,United States,Medium,2023
Computer Vision Engineer,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023
Computer Vision Engineer,Full-Time,Mid,Intermediate,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,154440,United States Dollar,United States,154440,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,68550,United States Dollar,United States,68550,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,90000,United States Dollar,United States,90000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States,60000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,226600,United States Dollar,United States,226600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,140100,United States Dollar,United States,140100,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023
Data Analyst,Full-Time,Entry,Junior,34000,British Pound Sterling,United Kingdom,41833,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,104000,United States Dollar,United States,104000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,80000,United States Dollar,United States,80000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,52500,United States Dollar,United States,52500,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,253000,United States Dollar,United States,253000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States,156400,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,300000,United States Dollar,United States,300000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,235000,United States Dollar,United States,235000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,223100,United States Dollar,United States,223100,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,114700,United States Dollar,United States,114700,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,172800,United States Dollar,United Kingdom,172800,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,110000,United States Dollar,United Kingdom,110000,United Kingdom,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,152375,United States Dollar,United States,152375,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,94000,United States Dollar,United States,94000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,183000,United States Dollar,Canada,183000,Canada,Medium,2023
Data Engineer,Full-Time,Senior,Expert,125000,United States Dollar,Canada,125000,Canada,Medium,2023
Data Analyst,Full-Time,Senior,Expert,134000,United States Dollar,United States,134000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,52800,Euro,Estonia,57007,Estonia,Medium,2023
Data Engineer,Full-Time,Senior,Expert,40800,Euro,Estonia,44051,Estonia,Medium,2023
Data Engineer,Full-Time,Senior,Expert,258750,United States Dollar,United States,258750,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,172500,United States Dollar,United States,172500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,254000,United States Dollar,United States,254000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,220000,United States Dollar,United States,220000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States,155000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,109528,United States Dollar,United States,109528,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,287500,United States Dollar,Australia,287500,Australia,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,207500,United States Dollar,Australia,207500,Australia,Medium,2023
Data Analyst,Full-Time,Senior,Expert,134200,United States Dollar,United Kingdom,134200,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,103200,United States Dollar,United Kingdom,103200,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,269500,United States Dollar,United States,269500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,166600,United States Dollar,United States,166600,United States,Medium,2023
Principal Data Scientist,Full-Time,Senior,Expert,160000,United States Dollar,United States,160000,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,93919,United States Dollar,United States,93919,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,186600,United States Dollar,United States,186600,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,119800,United States Dollar,United States,119800,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,75000,United States Dollar,United States,75000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,280000,United States Dollar,United States,280000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,383910,United States Dollar,United States,383910,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,315850,United States Dollar,United States,315850,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,235000,United States Dollar,United States,235000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,204000,United States Dollar,United States,204000,United States,Medium,2023
Applied Scientist,Full-Time,Mid,Intermediate,198000,United States Dollar,United States,198000,United States,Medium,2023
Applied Scientist,Full-Time,Mid,Intermediate,132000,United States Dollar,United States,132000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,141600,United States Dollar,United States,141600,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,94400,United States Dollar,United States,94400,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,209450,United States Dollar,United States,209450,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,167560,United States Dollar,United States,167560,United States,Medium,2023
Staff Machine Learning Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2021
Staff Data Scientist,Full-Time,Senior,Expert,164000,United States Dollar,United States,164000,United States,Medium,2020
Data Engineer,Full-Time,Senior,Expert,122000,United States Dollar,United States,122000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,80000,United States Dollar,United States,80000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,52500,United States Dollar,United States,52500,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,238000,United States Dollar,United States,238000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,149500,United States Dollar,United States,149500,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,258000,United States Dollar,United States,258000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,186600,United States Dollar,United States,186600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,116500,United States Dollar,United States,116500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,220000,United States Dollar,United States,220000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,195000,United States Dollar,United States,195000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,220000,United States Dollar,United States,220000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,190000,United States Dollar,United States,190000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,105000,Euro,Germany,113366,Germany,Large,2023
Consultant Data Engineer,Contract,Senior,Expert,160000,Canadian Dollar,Canada,118539,Canada,Large,2023
Data Analyst,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Large,2023
BI Developer,Full-Time,Senior,Expert,167500,United States Dollar,United States,167500,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,106500,United States Dollar,United States,106500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,146000,United States Dollar,United Kingdom,146000,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,97400,United States Dollar,United Kingdom,97400,United Kingdom,Medium,2023
Data Analyst,Full-Time,Entry,Junior,55000,Canadian Dollar,Canada,40747,Canada,Large,2023
Data Engineer,Full-Time,Senior,Expert,166364,United States Dollar,United States,166364,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,116455,United States Dollar,United States,116455,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,76000,United States Dollar,United States,76000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,160000,United States Dollar,United States,160000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,131000,United States Dollar,United States,131000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,168000,United States Dollar,United States,168000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States,250000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,222000,United States Dollar,United States,222000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,166500,United States Dollar,United States,166500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States,205600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States,105700,United States,Medium,2023
Business Intelligence Developer,Full-Time,Senior,Expert,138000,United States Dollar,United States,138000,United States,Medium,2023
Business Intelligence Developer,Full-Time,Senior,Expert,67000,United States Dollar,United States,67000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,211200,United States Dollar,United States,211200,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,176000,United States Dollar,United States,176000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,230000,United States Dollar,United States,230000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,60000,United States Dollar,United States,60000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2023
BI Analyst,Full-Time,Senior,Expert,360000,Turkish Lira,Turkey,18381,Turkey,Large,2023
Data Scientist,Full-Time,Senior,Expert,139500,United States Dollar,United States,139500,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,200000,United States Dollar,United States,200000,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,126500,United States Dollar,United States,126500,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,78000,United States Dollar,United States,78000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,157750,United States Dollar,United States,157750,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,104650,United States Dollar,United States,104650,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,133000,United States Dollar,United States,133000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,120000,United States,Medium,2023
Machine Learning Specialist,Full-Time,Mid,Intermediate,70000,United States Dollar,France,70000,France,Medium,2023
Machine Learning Specialist,Full-Time,Mid,Intermediate,40000,United States Dollar,France,40000,France,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,158080,United States Dollar,United States,158080,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,182000,United States Dollar,United States,182000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,171250,United States Dollar,United States,171250,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,113750,United States Dollar,United States,113750,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,129000,United States Dollar,United States,129000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,231000,United States Dollar,United States,231000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,200800,United States Dollar,United States,200800,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,250800,United States Dollar,United States,250800,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,167200,United States Dollar,United States,167200,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,159100,United States Dollar,United States,159100,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,120160,United States Dollar,United States,120160,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,140000,United States Dollar,United States,140000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,165000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,149094,United States Dollar,United States,149094,United States,Medium,2023
Head of Data,Full-Time,Executive,Director,290000,United States Dollar,United States,290000,United States,Large,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,72250,United States Dollar,United States,72250,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,162500,United States Dollar,United States,162500,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,130000,United States Dollar,United States,130000,United States,Medium,2023
Data Quality Engineer,Full-Time,Entry,Junior,22000,Euro,Portugal,23753,Portugal,Large,2023
Research Analyst,Full-Time,Senior,Expert,83000,United States Dollar,United States,83000,United States,Medium,2023
Research Analyst,Full-Time,Senior,Expert,63967,United States Dollar,United States,63967,United States,Medium,2023
Research Analyst,Full-Time,Senior,Expert,188600,United States Dollar,United States,188600,United States,Medium,2023
Research Analyst,Full-Time,Senior,Expert,111550,United States Dollar,United States,111550,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,219300,United States Dollar,United States,219300,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,143000,United States Dollar,United States,143000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,232200,United States Dollar,United States,232200,United States,Medium,2023
