user_name;stars;country;date;title;text;helpful
Guillermo;1;Spain;27 June 2022;Samsung siempre da problemas;Lo compre hace menos de dos semanas y ya da fallos con el S Pen, Apps, la pantalla, es una vergüenza que un móvil de 1000€ sea de tan mala calidad, el dispositivo se calienta muchísimo y tiene muchos fallos, 0% recomendable. No merece la pena. (Añadido: El servicio técnico reparo la avería del SPen, para mi sorpresa, el dispositivo llego a mi dirección sin la caja original, sin la factura, sucio y rayado. Le envío fotos del estado del dispositivo, hace 1 mes que estoy esperando respuesta, y siempre me dicen lo mismo, que esta siendo revisado por el departamento de incidencias. SAMSUNG ES UNA EMPRESA ESTAFADORA.;24
Maximonius;2;Spain;25 August 2022;Una decepción;"Estoy muy descontento con este S22 Ultra, si tienes un Note 10+ o un Note 20 Ultra, no te merece absolutamente nada cambiar a este.

Primero que es un mazacote, es enorme y no en el buen sentido, es muy gordo y pesado, es como volver a los teléfonos de hace una década, con lo esvelto que era mi Note 10+.

El Pen es como si fuera de Aliexpress, no tiene las típicas serigrafias de Samsung que han tenidos todos desde el primer Note y se siente plasticoso, funciona mu fluido pero es que ya desde Note 8 funciona super fluido.

La pantalla es 0.1"" más pequeña que su antecesor y si que tiene muchos Hz pero el anterior también.

En vez de seguir en la linea de tener mucha RAM en este solo hay 8GB, luego me enteré de que por 300€ mas puede pedir el de 12GB, ya el Note 10+ traía 12GB y valía menos que este.

Las cámaras están solo bien, no son nada del otro mundo, de verdad que el que quiera unas buenas cámaras que siga con anteriores Note.

En definitiva, me parece un abuso por parte de Samsung, es como si hubieran cogido retales de otros para fabricar este, super caro, poco práctico, no me gusta nada.";22
Javier;4;Mexico;17 November 2022;Es producto original y nuevo;"Tuve mis dudas al inicio, leí algunas malas reseñas, lo estuve probando en la semana para detectar anomalías.
Lo primero a revisar fue que el dispositivo viene de china y pre-configurado con idioma chino, esto me provocó una sospecha al pensar que el producto no fuera original, pero después de probarlo veo que es debido al lugar de fabricación, no presenta ninguna problema ni diferencia en materiales, rendimiento o funcionalidad, es un producto original de Samsung.

Le pongo 4 estrellas porque el vendedor no aclara si el procesador es snapdragon o exynos, básicamente fue jugarme un azar entre los comentarios esperando que me llegara uno con snapdragon, afortunadamente así fue, tuve que descarga otra aplicación para revisar este dato ya que no se especifica en la caja o en alguna parte del teléfono, creo que el vendedor mejoraría su fiabilidad al poner este dato y no rogarle al cielo porque te llegue el que quieres, por eso le quito una estrella.

Todo lo demás excelente aunque no llego tan bien empacado por parte de Amazon, el producto llego sin complicaciones en buen estado junto a la caja del teléfono.

Me moleste un poco al notar unos arañones en las partes laterales superior e inferior del teléfono, pero veo que tienen plásticos protectores a cada costado muy bien adheridos, lo que me dio tranquilidad y me aseguro que el producto es completamente original.";11
Riccardo;5;Italy;28 March 2019;Sony Xz2 Premium;Vengo da P20 Pro, inizialmente ero scettico per quanto riguarda l'ergonomia ma dopo pochi minuti è veramente piacevole tenerlo in mano con la bombatura posteriore che va a riempire il palmo della mano e un peso ottimamente distribuito. Display fantastico e fotocamera dalla resa cromatica senza pari. SD845 gira che è una meraviglia, un pochino meglio del Kirin 970. Per ora, soddisfattissimo.;20
sladluk;5;Italy;6 May 2019;Un top di gamma a costo bestbuy;Il telefono è veramente ottimo, ha una autonomia pazzesca, in uso quasi solo 4g mobile si fanno facilmente le 6 ore SOT, più si usa il WiFi ancora più si riesce a fare. Lato fotocamera è al top, purtroppo non recensito in Italyia, ma al mio parere tiene testa anche ai top gamma del 2019 senza problemi, la dualcamera funziona perfettamente e di sera fa anche foto bellissime. Lo schermo, che dire, un 4k HDR IPS, il meglio che c'è sul mercato per godersi foto e video come si deve. Luminosità ottima, anche sotto il sole. Altoparlanti con volume di qualità e abbastanza alto anche, la vibrazione dinamica è una chicca in più per godersi la multimedialità di più e anche i giochi che girano sena un minimo di lag. Sistema operativo come sempre da sony ottimizzato al massimo. Aggiornamenti mensili puntuali. Lo consiglio veramente soprattutto al prezzo sotto i 450€;12
Albano;5;Italy;17 April 2021;Top multimediale;"Posseggo questo smartphone da vari mesi, brevemente i punti di forza:
1 - Fotocamera sempre buona di giorno (anche col cattivo tempo, anche contro il sole, anche al chiuso o quando c'è poca luce) e fantastica di notte (nessuna scena sarà troppo buia per poterla fotografare e le foto hanno sempre un rumore molto basso).
2 - Audio stereo davvero sorprendente, effetto stereo molto percepibile e piacevole.
E molto buono anche in chiamata.
3 - Display 16/9. Non sarà bellissimo da vedere, sarà grosso, ma quando vedi un video 4K su youtube in 16/9 senza doverlo tagliare beh godi e ringrazi di avere un display 16/9.
4 - La batteria: non è un battery phone ma ha una durata adeguata nonostante quello che si potrebbe temere visto il display 4K. Accubattery mi dà una velocità di scarica di 13,8% all'ora con lo schermo acceso e 1,1% all'ora con lo schermo spento.
5 - La risoluzione 4K. Molti dicono che non serve...beh metti questo telefono dentro un visore VR e confrontalo con un full hd. Non c'è storia.";0
Mirco;5;Italy;24 April 2019;Eccezionale nient'altro..;Finalmente mi son deciso a cambiare telefono non che il mio xperia z5 premium non funzionasse più, anzi è ancora un ottimo smartphone ma dopo 4 anni volevo qualcosa di più all'avanguardia e devo dire che xperia xz2 premium e veramente eccezionale in tutto, per me sony non delude mai..;8
Matteo;5;Italy;7 July 2019;SONY XZ2 Premium;"Dopo varie ricerche per sostituire il mio vecchio p9 lite e grazie alle varie recensioni molto positive ho deciso di prendere questo telefono e posso dire con tranquillità che questo è uno dei migliori telefoni che abbia mai avuto.
Lo schermo è veramente eccezionale (sony sul campo dei televisori è per me una delle migliori), la qualità del suono è ottima e le conversazioni solo sempre cristalline e la fotocamera per mette di fare sia ottime foto che video.
a livello di hardware questo modello è una vera cannonata e riesce a far girare qualsiasi programma in maniera fluida con caricamenti rapidi.
In conclusione questo sony è forse il miglior telefono che abbia mai acquistato.";0
Sven;5;Germany;17 June 2022;Überraschend gut;Habe das Telefon besorgt, weil der Hersteller oneplus mittlerweile massiv von der ursprünglichen Geschäftsphilosophie (sehr gutes für günstig) abweicht und sich preislich an Samsung und Co angenähert und nahezu angepasst hat. Hier finde ich ähnliche Vorzüge, gute Leistungsdaten und ein klasse Aussehen und gute Verarbeitung zu einem (nach meiner Bewertung) passenden Preis. Lediglich noch ein weiterer hardkey (Alert Slider) ist etwas das ich (sehr) vermisse.;0
clair;3;Germany;19 September 2021;Verarsche;Es war nicht original verpackt war voll mit Staub es war kein Schutzfolie drauf und Fingerabdrücke und es gab Störung als ich den ladekabel eingesteckt habe war ein störsignal und stand das das Handy feucht war und ich den ladekabel raus nehmen möchte. So eine verarsche als ob es schon mal kaputt zurück geschickt wurde und nicht repariert wurde!;11
DivineRevenge;4;Germany;12 June 2022;Schönes Handy;Super Handy zu einem Guten Preis, es muss ja nicht immer das neuste sein. Dieses Hier reicht vollkommen aus. Die Kamera macht scharfe und schöne Bilder. Hat einen Super Klang und kann alles andere was andere Handys auch können. (Whatsapp,Facebook,TikTok);2
svenja;5;Germany;2 April 2022;Top Verkäufer 🙂 !;"Es kam Original und sogar in Folie verpackt an. Farbe stimmt überein und 128 GB sind vorhanden..
Das was man bestellt, bekommt man auch 😊 Bin super zufrieden. Top Verkäufer. Kann ich nur empfehlen!
Super Preis !";3
Fabrizio;4;Italy;30 June 2022;Adatto per un regalo;Ho regalato il cellulare alla mia compagna e rispetto il precedente è un grosso peso avanti, la batteria dura molto di più e la qualità costruttiva samsung è sempre di buona fattura. Rapido e reattivo in queste prime fasi.;0
Melissa;5;Spain;5 November 2022;Perfecto;Mi mamá y yo tenemos el mismo celuar hace varios meses. Va perfecto, carga rápido y es resistente. El almacenamiento no es un problema y va genial.;0
HG_vlc;1;Spain;27 September 2020;Nos colaron un reacondicionado;"Quise comprar este modelo porque hace años lo tuve y era un móvil fantástico. Además esta versión de 32GB tenía un precio muy bueno y la garantía de artículo ""Nuevo"" y ""vendido y enviado por Amazon"".

El paquete llegó como suele ser con Amazon bien embalado y la caja del teléfono con los precintos sellados... pero:

1. La descripcción indicaba versión española, pero como se ve en la foto, el cargador era versión inglesa (incluso el idioma por defecto del terminal era English UK.
2. Aparecía como nombre del teléfono TelfoxXX, en lugar del nombre habitual de fábrica SM-G920F.
3. Al configurar las aplicaciones, en Samsung Health apareció un error. Al informar del error a Samsung nos indicaron que ""el dispositivo ha sido rooteado"".
4. La batería se agotaba en menos de una hora.

Desconozco de quién será el error (grave), pero es obvio que nos colaron un teléfono reacondicionado, rooteado y manipulado, y además ofreciéndolo como nuevo, pese a no serlo, ni ser versión española.

Devuelto a Amazon y recibido el reembolso sin problemas.
Llevo años comprando en Amazon (tanto de forma directa con Amazon como a otros vendedores) y nunca me había pasado nada así. Pero ya no me he atrevido a pedir otro teléfono igual por miedo a volver a ser engañado.";2
Peter;5;Germany;29 September 2022;lange Lieferzeit aus Großbritannien;Ließ sich gut konfigurieren;0
Francisco Miguel;1;Spain;21 March 2016;Falta información y posible fraude.;"Por la falta de información le doy 1 estrellas, pues no dicen que faltan los auriculares y la clavija para abrir la sin.
Además no responden a las consultas sobre problemas técnicos.
Ni mandan factua para poder utilizar la garantía.";3
Juan Pablo Navarro Ferrando;5;Spain;21 March 2016;Un buen terminal;Lo que se espera de un terminal de gama alta. Funciona de forma fluida y tiene una buena cámara. La lectura de huella dactilar es algo más lenta que en otros teléfonos pero suficientemente rápida a pesar de ello. En cuanto a la batería me suele acabar el día con entre 40 y 50% de carga, así que bien.;1
Santiago;5;Spain;24 March 2016;Muy recomendable;Un smartphone fantástico con unas características que lo hacen ser de los mejores del mercado. El precio podía ser un poco más bajo pero bueno.;2
Günter Leonhardt;3;Germany;9 April 2020;Kaufgrund war kabellose Verbindung von DECT-Station zum Telefonhörer, sowie AB im Hörer;"Beim vorigen System hatten wir aufgrund einer alten Kabelverbindung vom Keller über ca 8m teilweise Störungen beim Betrieb einer Waschmaschine. Beim neuen Gigaset CL390A Duo entfällt diese Verbindung. Nun ist der DECT-Sender direkt neben dem Router im Keller montiert. Das Signal wird problemlos zu den Telefonhörern gesendet. Und diese Hörer enthalten nun sogar den AB (Version A). Der AB funktioniert einfach und super! Prima Lösung für uns.
Eine Ladestation mit Hörer wollten wir wieder im Flur aufstellen, wo es keine Steckdose in der Nähe gibt. Es gab ja nun schon vom alten System eine Bohrung (16mm) durch die Wand. Und was nun? Wäre ja schön, wenn man eine Steckverbindung durch die Bohrung stecken könnte! Da das nicht geht, kann man nur noch das Kabel durchschneiden!??? Bitte nicht machen!!! Früher hat man so etwas berücksichtigt und die Steckverbindung so vorgesehen.
Leider habe ich es nicht geschafft, das Telefonbuch vom alten System (Philips, fast 20 Jahre alt) auf das neue zu übertragen. Habe also das Telefonbuch neu aufbauen müssen. Wirklich kein Spaß! War aber mein Fehler! Hätte ich doch bloß etwas mehr bezahlt, wäre das sehr leicht gegangen! Da gibt es ja gute Möglichkeiten!
Nun fiel mir auf, das beim Speichern diverser Telefonnummern die erste 0 gestrichen worden war! Also: das Ganze nochmal überprüfen und korrigieren.
Nun wollte ich das Telefonbuch übertragen- und siehe da: SUUUPER! Das funktionierte genau wie beschrieben!

Nachdem nun alles geregelt ist, wird sich vermutlich unser Verhältnis zu diesem Telefon allmählich verbessern!";13
Andreas Schipplock;5;Germany;1 April 2021;Grundsolide DECT-Telefone;"Ich hatte jahrelang ein Gigaset DECT-Telefon und war immer zufrieden. Ich wollte jetzt aber auch in einem zweiten Raum ein Telefon haben und da es für die alte Basisstation keine Mobilteile mehr zu kaufen gab, benötigte ich ein neues Set.

Das Gigaset CL390A Duo hat den Vorteil, dass es eine gesonderte Basisstation bietet (dieser kleine schwarze Kasten). Die Basisstation konnte ich relativ unauffällig in der Nähe des Telefonanschlusses unterbringen. Die Mobilteile konnte ich dann unabhängig in der Wohnung verteilen. Die Mobilteile haben die Basisstation automatisch gefunden. Ich musste nur die Basisstation mit dem Stromnetz verbinden, ebenso die Telefone mit den Akkus bestücken.

Die Mobilteile fühlen sich hochwertig an. Es knackt nichts, sie überleben Stürze, ohne direkt in alle Einzelteile auseinanderzufallen. Die Tasten sind beleuchtet und haben einen guten Druckpunkt. Das Display ist ""oldschool"", aber man darf nicht vergessen, in welcher Preisklasse man sich hier befindet. Man vergleicht das schnell mit seinem Smartphone, vergisst dabei aber, dass es vermutlich 20-30x teurer ist. Hier kostet ein Mobilteil vermutlich < 30 EUR. Dafür ist das schon gut. Die Ladeschalen haben ein gutes Gewicht. Sie stehen solide. Die Unterseite der Mobilteile ist verbesserungswürdig, aber imho immer noch akzeptabel. Mich stört es in keinster Weise. Ich kann die Mobilteile immer zuverlässig auf die Ladeschale setzen. Ich hatte noch nie die Situation, dass es keinen Kontakt hatte. Insofern ist das Konstrukt wohl als gut zu bewerten.

Die Lautstärke der Mobilteile kann man so sehr erhöhen, dass es für mich unangenehm wird. Ebenso die Lautstärke der Klingeltöne.

Die Displays kann man so konfigurieren, dass sie sich nach bestimmter Zeit ausschalten (falls man vor hat das im Schlafzimmer oder so aufzustellen). Die Schriftgröße lässt sich auf ""sehr groß"" einstellen.

Die Reichweite der Basisstation ist für meine Wohnung ausreichend. Ich habe in jedem Raum alle ""Balken"".

Ich kann diese Geräte nur empfehlen. Sie funktionieren exakt genau so wie die bisherigen Geräte von Gigaset.";7
G. LÜ;3;Germany;21 March 2023;Achtung: Analogtelefon. Eingeschränkte Funktionen bei Voice over IP-Anschluss;"Das Gigaset CL390A Duo, 2 Schnurlose Telefon mit Anrufbeantworter ist ein ziemlich einfaches Telefon (sieht leider auch so aus).
Da ich zwei Schnurlostelefone ohne großes Schnickschnack wollte, schient mir das Gigaset CL390A gut geeigtnet.
Lieferung und Montage waren auch problemlos, allerdings musste ich feststellen, dass man zwar telefonieren konnte, aber keine Anrufernummern angezeigt wurden und dass die Anruflisten leer blieben!

Daraufhin kontaktierte ich den Amazon-Chat-Kundendienst, der mich bei diesem Problem aber an den Gigaset-Kundendienst verwies. Bei Gigaset war ich dann sehr lange in der Warteschleife, sodass ich diesen Verusch abbrach und auf der Kundendienstfrageseite eine schriftliche Anfrage hinterlies, die nach 2 Tragen auch beantwortet wurde.

Ergebnis: Das Gigaset CL 390 A ist ein analoges Telefon, das bei Voice-over-IP an meinem Speedportrouter Leistungseinschränkungen hat.
Nun könnte man sagen: ""Wenn der Kunde falsch einkauft, kann das nicht zu Lasten der Produkt-Bewertung gehen."" Da muss ich allerdings widersprechen. Auf der Amazon-Produktseite ist lediglich im unteren Frageteil darauf hingewiesen, dass es sich um ein analoges Gerät handelt. Zudem ist nicht jedem Interessenten klar, dass ein analoges Gerät je nach Gegebenheit nicht alle Funktionen kann. Bei Gigaset gibt es extra eine (nicht sofort einleuchtende) Kompatibilitäts""tabelle"". Vielleicht macht ein Hinweis auf der Amazon-Produktseite darauf Sinn.";0
An Est;4;Germany;13 November 2022;Macht was es soll;"Wir haben nach Schnurlostelefonen gesucht mit Anrufbeantworter aber nicht integriert in einer Basisstation! Das kann dieses Set super, weil hier der AB direkt an den Router angeschlossen wird u somit über jedes Mobilteil erreichbar ist👍 Das war 1. Kriterium u das ging zu Lasten von Optik & Co.
Der Stil ist klassisch schlicht, das Menü ist spartanisch ohne Schnickschnack!";2
Roxy;3;Germany;16 March 2023;Schönes Design aber klobige Software;"Ich bin leider enttäuscht vom CL390 Gigaset Duo. Die Optik gefällt mir, doch die Technik scheint älter sein. Meine altes Gigasets von 2014 hat eine bessere Auflösung zB - hier ist nichts verpixelt und kommt moderner daher. Das Menü und die Darstellung vom CL390 ist plump, riesig und altmodisch. Leider kann man die Schriftgrößen auch nicht einstellen.

Jeder Telefonbucheintrag (und Menüpunkt) muss einzeln durchgeblättert werden. Also es wird nicht in Listenform dargestellt, wie beim älteren C430. Bei 30 und mehr Nummereinträgen ist man eine Weile beschäftigt, bis man den gewünschten Eintrag gefunden hat ;-)

Die beiden Telefone lassen sich außerdem nicht synchronisieren. Ich müsste in beide Geräte alle Telefonbucheinträge doppelt vornehmen. Es gibt kaum Einstellungsmöglichkeiten.

Der Anschluss ging schnell und unkompliziert, die Haptik ist toll und gut verarbeitet. Ich finde, das ""Innere"" passt hier leider nicht zum Äusseren.";0
Guido Morina;1;Italy;8 April 2018;Hanno provato a fregarmi...;"Ho comprato questo telefono dal venditore Smartophone e spedito da Amazon. Il telefono era pubblicizzato come non brandizzato e a prima vista pareva esserlo davvero poiché privo delle solite app preinstallate o di loghi di operatori telefonici.
Noto però subito che il dispositivo non aggiorna android anche se la versione era decisamente datata, decido allora di controllare bene il modello del telefono e scopro la presenza del ""cust C02"" che corrisponde al brand Vodafone.
Insomma hanno fatto i furbi, effettuerò il reso...
Controllate bene i vostri dispositivi!";55
Winfried;5;Germany;12 August 2018;Zuverlässiges Gerät zu einem fairen Preis;"Als überzeugten Windows-Nutzer hatte ich den Umstieg zu Google lange hinausgezögert und ich bedauere es nach wie vor, dass Microsoft die Sparte aufgegeben hat. Der Umstieg war zwischenzeitlich unvermeidbar und sowohl der in die Jahre gekommenden Hardware (Lumia 925) als auch der Tatsache geschuldet, das die wenigen Apps aus dem Microsoftstore -. wenn sie dann noch funktionieren - nicht aktualisiert werden und dadurch recht antiquiert daherkommen. Auf der Suche nach einem Ersatz (Kriterium Mittelklassemodell, ausreichend gute Kamera, zeitgemäße Prozessorgeschwindigkeit, nicht zu groß, fairer Preis) sind wir beim P10 lite fündig geworden. Fazit: Die Erwartungen wurden erfüllt. Zwar hat die Gewöhnung an Google etwas gedauert und die im Vergleich zu Microsoft aufdringlichere Werbung bei Android nervt schon gewaltig, zumal ich das Teil als Handwerkzeug im Alltag verstehe und, dem Alter 70+ geschuldet, solche Kriterien wie Leistungsfähigkeit im Spielebereich und rein außerliche Stylingmerkmale keine Rolle spielen. Nachteil: Wie bei allen vergleichen Modellen ist der einfache Akkutausch nur mit handwerklichem Geschick (Anleitung bei Voutube) möglich. Den Hinweis, Akkutausch durch ""Fachfirma"" vornehmen zu lassen finde ich angesichts der üblichen Mondpreise unverschämt. War beim Lumia auch so, billigstes ""Angebot"" 80,-€ !! Ich hatte dann 6,-€ in einen neuen Akku investiert, 3,- € Euro für passendes Werkzeug und 15 Minuten Feinmechanikerarbeitszeit. Hat zweimal bestens funktioniert. Ich hoffe, beim P10 lite klappt das auch, denn es widerstrebt mir, nur wegen eines müden Akku nach 2 Jahren meinen Beitrag am millionenfachen Rohstoffraubbau zu leisten.";19
PUJCEK;1;Italy;27 April 2018;Sigilli di garanzia manomessi;Staccati parzialmente e con molta caurela i sigilli superiori, entrambi quelli sotto erano già interamente manomessi. Non posso accettare questa presa in giro. Mi sono rifiutato di vedere all'interno della confezione, richiuso tutto. Ricevuto ieri ed oggi rispedito ad Amazon con reso dell'articolo. Vergognoso, 1 stella è anche troppo, diffidate del venditore Get Success OU;32
joan martinez paquez;1;Spain;21 November 2017;Descripción del artículo errónea;En la descripción y web pone que es el de 4gb de RAM y resulta que el móvil que me a llegado es de 3gb.;30
Björn Katenkamp;5;Germany;30 June 2017;Das Huawei P10 lite;"Das Handy ist einfach der Hammer.
Das Betriebssystem ist eine Mischung von der Variabilität von Android mit dem Design von IOS.

Die Verarbeitung des Gehäuses ist super, sieht mega schick aus, liegt gut in der Hand. Fast ein wenig groß, obwohl ich ein 190cm großer Mann bin.

Die Kamera ist mega schnell und macht super Fotos, selbst Selfies in absoluter Dunkelheit sehen ganz gut aus (fast besser als mit der Rückkamera meines S4)

Einziges Manko ist der fest verbaute Akku, ich bin ein Freund des Akku Tausches nach ein paar Jahren.

Das Öffnen des Handy mit dem Fingersensor auf der rückseite ist unglaublich schnell, viel schneller als alle Apple Geräte meiner Freunde.

Fazit:
Absolut lohnenswert, Hervorragendes Smartphone für geringen Preis.";25
dino;1;Italy;26 January 2021;incredibilmente pessima;prendi il telefono più costoso in circolazione e cerchi di proteggerlo come meglio credi, prendi la cover ORIGINALE e scopri che non si adatta al telefono, per fa aria da sotto e soprattutto rende scivoloso come una saponetta un dispositivo che già di per se è scivolosissimo, bocciata su tutti i fronti tranne quello estetico, sostituita con una da 10,oo sempre Amazon che calza a perfezione, ha i gommini interni ed è rigida aumentando il grip, adesso ho in ordine quella in pelle, speriamo bene.;0
AG;1;Italy;13 December 2020;Pessima Qualità. Effettuato reso;"Da Samsung non me l'aspettavo.
La qualità è veramente scadente. Plastica dura, che si rovina solo a guardarla. Nel mio caso, si è ingiallita, dopo neanche 2gg di utilizzo. Tra l'altro, non copre neanche tutto il telefono, ma la parte inferiore e laterale dei tasti, è totalmente scoperta.
BOCCIATA!
Ci sono altre marche alla metà del prezzo, che sono nettamente superiori.";0
Michele Vasso;5;Italy;7 March 2021;Bella e buona;Custodia, originale Samsung, molto bella. Al tatto, seppur un pò scivolosa, dà una sensazione di qualità superiore a molte delle altre cover trasparenti che ho provato. Il fit è perfetto. Il prezzo è ottimo (in negozio costa quasi il doppio). Consigliata.;0
María Zomeño;5;Spain;6 December 2020;Escurre;Demasiado escurridiza, pero se ajusta muy bien;1
Angelo;5;Italy;27 July 2021;Scivolosa;Acquistata in offerta (10 €), fornisce un adeguata protezione in caso di caduta accidentale. È molto scivolosa.;0
Ana;2;Spain;3 October 2022;Básico y con muchos errores;De cámara y espacio bien. Pero tiene varias cosas mal: no lleva el smart view y duplicar la pantalla en la tv me ha sido solo posible con un Chromecast. Además hay aplicaciones que funcionan fatal (Instagram, H&M,...). Vamos que no lo recomiendo.;0
Client d'Amazon;5;France;18 October 2022;samsungA22 5G;"Pas de commentaires car je viens de le recevoir mais avec samsung généralement tout va bien, je venais d'acheter un XIAOMI NOTE 10 PRO avec lequel j'ai eu beaucoup de problèmes que j'ai renvoyé et remboursé
par Amazon";0
tatiana;5;France;8 June 2022;Samsung a 22 5G ... super telephone;"Merci.
Envois rapide et bien emballé.
Je recommande ce téléphone car simple et ludique à la fois.NI trop grand et trop petits.
J'ai choisi le violet et très belle effets à l'ouverture de la boîte.
Pur un 5G il en vaut le détours pour son prix.
Un grand merci.
Tatiana";1
Jesus;3;Spain;14 September 2021;Tras el uso... mal;"Tras seis meses de uso puedo decir que la funda tiene una calidad mediocre para su precio original. Le sienta como un guante al teléfono y nueva la verdad es que es preciosa. Pero lleva muy mal el paso del tiempo. Los bordes de las comisuras se van deshilando, el plástico ""pantalla"" se deteriora con excesiva facilidad y por su rugosidad no es nada fácil limpiar.
Quizás la de color negro le iría mejor que la bronce rosa.";1
Ketty;5;Italy;16 April 2021;Bella e funzionale;Ottima Cover... bella esteticamente e riesce a proteggere lo smartphone dai graffi. Non so però quanto possa proteggerlo dalle cadute. La consiglio anche per la comodità delle notifiche nella parte laterale che cmq, a differenza di quanto ho letto nei commenti, a me sta sempre accesa.;0
marzia;1;Italy;18 May 2021;Sconsigliata;Pessima. La custodia anziché proteggere il telefono, poiché la parte terminale dello sportellino di apertura, è di plastica dura, mi ha totalmente graffiato tutto lo schermo. Ho acquistato questa custodia originale proprio per proteggere il telefono che costa 1200 euro, e invece è stata proprio la custodia ad averlo rovinato. È irrecuperabile. ..sono nera. Chiedo il risarcimento danni;0
Daniela R.;5;Italy;5 September 2016;Ottimo cellulare per chi non vuole uno smartphone;"Ero alla ricerca di un cellulare per mia madre, che fino a poco tempo fa aveva una sim su un vecchio e immortale nokia 3330 e l'altra su un vecchio samsung a conchiglia. Mia madre non è interessata al mondo di internet così ho pensato di cercare un cellulare dual sim facile da usare e che non fosse uno smartphone. Mi sono orientata su nokia perchè già conosceva la marca, è perchè anche io ho avuto nokia e mi sono trovata benissimo fino a quando non mi sono trovata a maledire la lentezza del Nokia N97 mini e sono passata ad iphone. Divagazioni a parte... cercavo un cellulare che consentisse di telefonare, che fosse dual sim e la cui batteria non dovesse essere ricaricata tutte le sere. Questo nokia per lei è perfetto... niente funzioni inutili, spesa contenuta, ricarica una sera sì de una no (lasciandolo acceso anche la notte) e doppia sim (macro) in modo da avere un unico cellulare. Unico lato negativo (se così si può dire) è che la scheda 3 è in perenne roaming tim... ma funziona tutto e legge tutti i dati quindi problema ""relativo""! Assolutamente da consigliare!";1
Hottolina82;5;Italy;29 February 2016;Meglio dei cellulari 'ad-hoc' per gli anziani;"Ero alla ricerca di un cellulare per la nonna 90enne.
Mi ero orientata nella ricerca di qualcosa di specifico, ma ho presto scoperto che dietro la pubblicità ""per anziani"" si nascondono prodotti di basso livello.
Sono così tornata al vecchio amore 'pre-smartphone' e ho trovato in Nokia la soluzione adatta.
Con 30 euro (prezzo al 20 febbraio 2016) avrete un prodotto indistruttibile (è già caduto dalle mani due volte) con tasti in rilievo (per facilitarne il riconoscimento) e suonerie altissime.
I numeri predefiniti possono essere richiamati premendo il tasto.
So di mille altre funzioni (radio, fotocamera, dual-sim) ma le mie conoscenze per ora si limitano alle funzioni base, che vengono svolte egregiamente.
Sempre acceso e utilizzato come telefono per circa 30minuti al giorno, va ricaricato ogni 4 sere.";2
falaske;4;Italy;19 May 2014;Nokia 108 per chi non ha pretese;"E' un cellulare molto essenziale, perfetto per inviare e ricevere chiamate.
Ha il pregio di essere poco costoso ed essere un dual sim.
Nella scatola c'è il cellulare, la batteria, gli auricolari, il caricabatteria ed un libretto di istruzioni minimale.
E' molto plasticoso, ma ci può stare per un cellulare da 26 euro, i menù sono sempre i soliti ma all'interno le opzioni sono pochine.
Ha la funzione torcia che può essere molto utile e l'audio è buono.
I difetti che ho riscontrato sono:
- non è compatibile con la suite nokia, non è possibile quindi fare un back up del telefono né trasferire i contatti da un altro nokia al 108.
- La memoria interna del cell è solo 4 Mb, quindi tiene pochi sms in memoria, e non è possibile scattare neanche una sola foto (per la foto serve necessariamente la memory aggiuntiva)

Direi che è ottimo per chi con il telefono ci telefona solamente e non ha necessità di tenere memorizzati gli sms ed ha i numeri della rubrica salvati sulla sim ;)";2
Cliente Amazon;3;Italy;10 June 2016;Fa tutto quello che è promesso,ma...;"Le specifiche parlano di un cellulare in grado di fare foto, ascoltare la radio e musica registrata. E' vero, ma occorre acquistare a parte una scheda di memoria; senza non fa neanche le foto.
La trasmissione delle foto via bluetooth è piuttosto macchinosa e incerta; meglio scaricarle nel PC dalla scheda di memoria, piccolissima, che ha bisogno di un adattatore.
La batteria, più sottile di quella del Nokia 105, è data per una durata di settimane, ma in realtà dura solo pochi giorni in standby, anche con il blutooth inattivo. E il caricatore ha il vecchio innesto a spillo ormai quasi introvabile.

Però è così piccolo e comodo... sta bene in un taschino e si maneggia facilmente.";0
Alessandro Frontero;2;Italy;30 July 2014;Nokia 108;"L'articolo è stato consegnato nei limiti di tempo previsti.
Ho deciso per l'acquisto del 108 dopo aver attentamente valutato le recensioni, in gran parte positive; ero motivato dal fatto che mi serviva un telefono con funzioni base, non uno smart, affidabile e robusto.
Purtroppo, fin dal primo utilizzo, ho constatato alcuni difetti funzionali: la linea cade frequentemente, la ricezione è debole e così pure il volume della conversazione, che in genere è disturbata. Cambiando operatore la qualità non migliora.
Peccato, mi aspettavo di più da Nokia; ho avuto migliori esperienze da altri modelli dello stesso produttore. Il design è gradevole e il telefono è compatto ma ... non funziona bene. Non lo consiglio.";1
Utente;3;Italy;20 June 2021;Xiaomi Mi 11 Lite 5G venduto da ItaliaPhoneStore in realtà è brandizzato Vodafone;"Si vede già fuori dalla scatola lo stemma della Vodafone. Una volta acceso l'immagine è di Xiomi ma poi compare un'app della Vodafone confermato anche dal fatto che versione MIUI finisce con ""VF"" che sta ad indicare l'operatore Vodafone. Il fatto che possa essere utilizzato anche con sim di altri operatori non significa che il telefono non sia brandizzato. L'essere brandizzato comporta un ritardo negli aggiornamenti o addirittura una mancanza di aggiornamenti in futuro, ovviamente si può sbrandizzare mettendo versione Global (basta cercare su internet) ma sarebbe stato più trasparente scrivere la verità.";172
